,Sikayet Icerigi
5795,"Van'dan peynir geliyor. Yaşlı anne babama pazartesi dağıtıma çıkacak diyorlar ama çıkarmayıp perşembe çıkacak diyorlar. Perşembeye kadar bozulsun, bozuk peynir yesinler öyle mi? Aliağa şubesi telefonunu da açmıyor. Bir şirket ancak bu kadar sınıfta kalabilir."
5796,Ck Boğaziçi elektriğe gerekli bilgileri girmeme sayaç numarası üzerinden e-devlet ile başvuru yapamıyorum. Son aşamaya geldiğimde görseldeki hatayı alıyorum. Zaten önceki kiracı neredeyse 1 hafta önce çıkmasına rağmen sayaçlar benim için ancak görünür oldu.
5799,13 Kasım 2022 tarihinde Next Ye 109 ekran TV aldım. Aldığım günden beridir menü ve Youtube.com çok yavaş çalışıyor çok kaşıyor. Bir de uydu TV kanalları güncellemiyor ve de Kanal aramadan sonra tüm kanallar silinip yeniden kanal ara diyor bu sorunumu nasıl gidereceğim.
5800,Benim adıma çok kötü bir gönderi atmışlar. Benim haberim yoktu. Gönderimdeki kişi ben değildim. Bir de Instagram hesabımı etiketlemiş. Özür dilerim hesap ismi ahlaksızdı bu durumu kaldırmanızı istiyorum. Yoksa dava işlemlerini başlatacağım.
5801,Kızılay Sakarya'da protez tırnak yaptırdım ve iyi değildi. Sonrasında yazmama rağmen ilgilenen olmadı. İnci tozu istedim bozuk dediler. Tırnağımın üstüne etlerine taşmış durumda jel. Baş parmaklarımda ise resmen geriden başlıyor.
5804,"Merhaba,"
5808,"PTT Kargo, 21 Haziran'da göndermiş olduğum iade kargoyu şubede bekletiyor. Kargo hareket etmiyor. Müşteri hizmetleri şubeden bilgi alabileceğimi söyledi fakat şubeyi aradığımda ise telefona kimse yanıt vermiyor. Sorunun ivedilikle çözülmesini istiyorum."
5811,"23 Haziran'dan A101 online mağazasından 3'lü valiz seti sipariş verdim, o kadar pişman oldum, anlatamam. 3-4 gün içinde teslim edilecek ürün bir günde kargo sayesinde ayın 2'si oldu. Hâlâ teslim edilmedi. Arıyorum, telefonlarıma bile bakmıyorlar. Yazıklar olsun."
5813,"Watsons uygulamasından sipariş verdim ama ürünüm gelmedi. Hasarlı dendi, bugün de ürünüm kargoya verildi olarak gözüküyor. Müşteri hizmetlerini arıyorum ama bağlanamıyorum, kargom nerede onu bile bilmiyorum. Mağazadaki görevliler de yardımcı olmuyor. Çok ilgisizler."
5814,"Tek tek pat pata sarıp tek tek kutuladım, sonra büyük kutu yaptım. PTT Kargo çalışanı da bu şekilde anlattı. Şimdi gittiğimde plastik kutu olacak diyor. Plastik kutu nasıl bulunuyor? Yani kendisi tek tek kutulayın diyor, sonrasında da plastik kutu diyor. Aşırı sorunlu bir şube."
5820,İki adet ayrı ayrı BES'imin katkı payı ödemesi bana sorulmadan herhangi bir bilgilendirme yapılmadan 600TL yükseltiliyor. Yaptıktan sonra mesaj atmakla olmuyor. İki gündür müşteri hizmetleri iletişim numarasını arıyorum kimse açmıyor. Kimseye hiçbir şekilde ulaşılmıyorum.
5821,Sıra almak için arayıp telefonda uzunca bir süre bekletildim. Sonunda genetik bölümü sekreterinin üslupsuz konuşmasından rahatsız oldum ve telefon yüzüme kapatıldı. 2 Temmuz 2024 saat 10.35'te yaptığım görüşmede gerekenin yapılmasını rica ediyorum.
5823,1005 2024 Sevgi Yardım Vakfı adı altında başvuru yaptım. 01.07.2024'te WhatsApp'tan yardım başvurunuz onaylanmıştır mesajı geldi. P** hesabı açmamız gerektiğini söyledi. Ana sponsoru p*** olduğunu yazmış ama ben güvenli bulmadım. Önlem almak adına buraya şikayetimi yazmak istiyorum.
5824,"Merhabalar,"
5825,Asla bilgim dahilinde olmayan bir şekilde kartımdan geçen hafta 70 TL çekilmiş. Üstelik nasıl olduysa bankadan gelen kod otomatik bir şekilde sisteme girilmiş ve onaylanmış. Gelen kodu da yeni görüyorum. Öğrenciye de acımanız yok. Sorunumun hemen halledilmesini istiyorum.
5830,"Çekim talebi verdim. 10 saattir bekletiliyorum. Henüz bir sonuç alamadım. Sürekli oyalıyorlar. Defalarca başka sitelere yatırım yaptım, çektim böyle bir sorun olmadı ama bu sitede dünden beri bekletiliyorum. Bir an önce tarafıma para gelir umarım. Canlı destek hattı ne işe yarıyor çok merak ediyorum."
5831,"Fakir elektrik süpürgesi aldık. Geldikten kısa bir süre sonra tekerlekleri bozuldu. Değişime götürdük. Aradan 2-3 ay geçti, bugün sapta ki açma kapama düğmesi yuvasına gömüldü kaldı. Kendi kendine çalışıp duruyor. Dünya para verdik ve paramızla rezil olduk."
5835,Vodafone'dan faturalı olarak kullandığım 0539*****64 numaralı hattın taahhüdüm bitti ve taahhüdüm bittikten sonra faturasız hatta çevirmek istedim ama Vodafone Yanımda uygulamasında taahhütsüz tutardan tarafıma fatura yansıtacak. Kabul etmiyorum ve ödemek istemiyorum çünkü hattımı faturasıza çevirmek istedim. Yansıtılan bu tutarın iptal edilmesini talep ediyorum.
5836,Tecno Camon 20 telefonum henüz 6 aylık ilk güncellemesi ile Android 14 geldi ve kasmaya başladı. Kamerayı açınca 15 20 saniye kasıyor sonrasında düzeliyor. Arkada uygulama açık bırakıp telefonu kilitledikten sonra tekrar açarken kasıyor. Uygulamalar yavaşladı ve eskiden daha akıcıydı.
5838,28 Haziran 2024 tarihinde aile hastanesinde doç. Dr. ** **'e tüp mide ameliyatı oldum. Konuyla ilgili söylemek istediğim şey şudur ki doktor ve asistanı haricinde hastanede Elle tutulacak hiçbir çalışan yoktur. Bize yaşatılan olumsuzlukları buraya yaza yaza bitiremem.
5839,Vivense'den yaklaşık bir yıl önce yatak odası takımı aldım. Gardırobun aynası kendiliğinden düştü ve dolabın yan kapağı defolu. Kendilerine bu durumu defalarca bildirmeme rağmen hiçbir şekilde ilgilenmediler. İlgilenmiyorlar da bir de güya garanti veriyorlar. Sahip çıkmadığınız ürüne neden garanti veriyorsunuz?
5841,"Kablo Net abonesiyim. Yaklaşık 3-4 gündür internetim yok. Defalarca müşteri hizmetlerini aradım, kendi ekranlarının sorunlu olduğunu söyleyip işlem yapmıyorlar. Gün içerisinde tekrar arayın deyip konuyu kapatıyorlar ve ben mağdur durumdayım. İşim aksadı. Kaç gündür bu şekilde müşteri memnuniyeti olamaz."
5850,Şok Net'e geçiş yapmak istedim. 1 haftadır uğraşıyorum her gün arıyorum. Ulaşamıyorum. E-Devlet'ten onayı verdik sizi arayacaklar dediler 3 gündür arama bekliyoruz ne arayan var ne soran. İnternetsiz kaldık işlemler 1 ay sürüyor.
5851,Türkiye Hayat Emeklilik internet sitesine giriş yapamıyorum. Şifre almak için telefonuma mesaj gelmiyor. Bireysel emeklilik iptali yapmak istiyorum. Müşteri hizmetlerine de ulaşamıyorum. Lütfen geri dönüş yapın ve sorunumu çözün. Türkiye Hayat Emeklilik olarak şifremi verin.
5853,Cuma günü sipariş oluşturduğum yok yok butik dün ve bugün kargo bilgilerini öğrenmek için mesaj attığım ve aradığımda dönüş sağlamıyor.
5856,Türk Telekom sürekli şifre değiştirmem gerektiğini belirtip bana gönderdiği şifreyi kabul etmiyor ve yeni bir şifre almam için ücreti ne kadar olduğu bilinmeyen bir para talep ediyor. Şifre ne için değiştiriliyor ben şifre değiştirmek istemiyorum. Bu problemi çözer misiniz?
5857,"Merhabalar bir günde kargo firmasında 471703809200 numaralı siparişim teslim edildi gözüküyor fakat teslim almadım, günlerce dağıtıma çıktı yazdı ama gelmedi, kuryeye ulaşılamıyor, kargo firması telefonları açmıyor, kargom nerede? Yardımcı olur musunuz"
5858,Dün yeni işime başlamam vesilesiyle arkadaşım tarafından Çiçek Sepeti üzerinden gönderilen orkideyi dün teslim aldım. Ancak bu sabah büyük bir hayal kırıklığı yaşadım çünkü orkide solmuş ve sağlıksız bir haldeydi.
5859,"16 Mayıs 2024'te Vivense Mobilyadan satın aldığımız, 28-31 Mayıs teslim tarihli ürün hala bize ulaşmadı. Yatak odası takımının bir parçası olan ürünün 28 Haziran 2024 tarihinde kargoya verildiğine dair bir e-posta tarafıma iletildi. Ancak kargo takip detayını görüntülediğimde adres, Ankara olması gerekirken Muğla gösteriyor."
5862,Maaşımı Akbank'a taşıdım promosyonun bir kısmını eksik aldım diğer kısmı olan Chip Para vaat edilen tarihte yüklenmedi. Sonrasında bankayı arayıp yüklenmediği hakkında birçok kez şikayet talebinde bulunmama rağmen aradan 25 güç geçti hala yüklenmedi. Akbank'a maaşımı taşıdığıma pişman oldum
5865,"E-Devlet üzerinden yeni taşındığım konuta elektrik aboneliği başvurusunda bulunurken CK Boğaziçi Elektrik ""Belirttiğiniz Konum İçin Abonelik Yapılamamaktadır"" hatası alıyorum. Hem sayaç no hem tesisat no ile denememe rağmen olmuyor maalesef. İlgili görseller eklenmiştir."
5866,"T. Sunbul Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 ** numaralı telefon bilgileri içeren, 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm."
5867,Passolig kart almaya çalışıyorum ev ve iş telefonu istiyorlar. İkisi de bende yok işleme devam edemiyorum. Sorunun çözülmesini istiyorum. Ev iş telefonuyla ne gibi bir işiniz olabilir de istiyorsunuz alt tarafı maçlara girmek için kart çıkartacağız. İnsanları uğraştırmayı bırakın.
5868,Merhabalar Enpara mobil uygulamada güncelleme sorunu mevcuttur. Defalarca denememe rağmen mobil bankacılık kısmına giriş yapmıyor. Bu konu ile ilgili detay resimleri ekte mevcuttur. Konu ile ilgili acil desteklerinizi bekliyorum.
5869,"Yanlış sipariş verdiğim ürünü o an iptal ettim. 7 iş günü olmasına rağmen para iade edilmedi. İlgilenirseniz, yardımcı olursanız sevinirim."
5870,Kars Sürat Kargo müşteri hizmetleri ne ulaşmaya çalışıyorum bir türlü cevap vermiyor genel merkezi arıyorum Karsa bağlayamıyorlar ne kadar sorumsuz bir şirket kargom geri döner ise sorumlusu ben değilim geri götürdüğünüz gibi getirirsiniz. Acil dönüş bekliyorum
5872,01.07.2024 tarihinde cepte şok uygulamasından sipariş verdim siparişlerim eksik geldi ve asla çağrı merkezlerine bağlanamıyorum. Bu ne biçim hizmet ben anlamadım! Paramızı sokağa mı atıyoruz 100 TL'lik sipariş bedeli ortada yok iade filan da yapılmamış. Yapamıyorsanız bu işi yapmayacaksınız.
5874,"3 gündür internetimiz yok. Dün TurkNet'i aradım, geri dönüş yaptılar. Saha arkadaşlarından ekip yönlendirelim dediler, ne gelen var ne giden. Onca para ödüyoruz, aldığımız hizmet bu şekilde olmamalıydı. Gereği neyse yapılacağını ümit ediyorum ya da aboneliğim sonlandırılsın."
5877,Sarı etiket isimli bir firmadan vermiş olduğum sipariş hala gelmedi ve iade hala yok. Üstelik kimseye ulaşamıyoruz. Nasıl bir firma anlamadım. Buradan aldığıma çok pişman oldum. Karşınızda muhatap yok. Olmadı savcılığa ve ticaret Bakanlığına şikayet edeceğim.
5881,"Pufcu abla adı altındaki Instagram'da bulduğum firma, parasını ve ödemesini yapmama rağmen ürünü göndermedi. Parayı alana kadar sürekli ilgilenen satıcı, parayı aldıktan sonra telefonları açmıyor. Başka numaradan arayıp açtığımda ise 'yarın, öbür gün yolluyorum' diye oyalıyor."
5882,"King Royal'de kazanmak imkansız, boşuna paranızı heba etmeyin. Oyunlar müdahaleli, bunu anlamamak imkansız. Her oyunu denedim, kendi adamlarına parayı veriyorlar."
5883,24/05 tarihinde yazdığım ehliyet harcı iadesi için hâlâ bekliyorum ve vergi dairesini arayıp durumu öğrenmek istiyorum ama 1 haftadır düzenli aramama rağmen ne telefon açılıyor ne bir şey. Bu kadar olmamalı. Arama hep çalıyor ama asla açılmıyor. Neredeyse 2 hafta oldu hâlâ tık yok.
5884,"Trendyol üzerinden aldığım ürün için olumlu ve olumsuz cümleler içeren (hakaret değil) bir değerlendirme yaptım, ancak reddedildi. Sebebi yazmıyor, zaten ortada sebep olabilecek bir cümle de yok. Trendyol kalitesi neden bu kadar düşük? Haklarında yazılmış onca şikayet hiç mi utanma duygusu uyandırmıyor acaba?"
5885,"01.07.2024 tarihinde akşam saat 20.26 civarlarında VakıfBank kartımla Esenler Atatürk Caddesi'ndeki Ziraat Bankası ATM'sinde ATM'ye 10.000 TL para yatırmak istedim. Paranın 4.000 küsurluk kısmını ekledim. Saydı, kabul etti. Para ilave dedikten sonra kalan tutarı eklediğimde ünite arızası oluştu deyip bütün parayı yuttu."
5887,Dün gece uygulamaya girdim ve dönüştürme talebinde bulundum hata oluştu dedi tekrar denedim yine dedi sonra çıktım. Sonra bir daha girdim ve bir kez daha denedim yine hata verdi sonra bakiyeme baktığımda 3000 metabyte gitmişti ve hâlâ yüklenmedi. En kısa sürede çözümlenirse sevinirim
5889,"Ürünüm Anadolu Merkezi Hepsijet'te 5 gündür takılı kaldı ve gönderilmedi, Ürünümde neyin yanlış olduğunu bilmek istiyorum. Bana yardım edersen sevinirim. 62752481698611. Benim kodum."
5892,Toplamda 28 bin tl olan ek hesap borcum için 24 veya 36 ay vade ile yapılandırma talep ediyorum. Konuyla ilgili yardımcı olabilir misiniz? Şube ile mi müşteri hizmetleri ile mi konuyu görüşmem gerekiyor? Bu süreler üzerinden 12-24-36 yapılandırılırsa düzenli ödeme yapabilirim
5895,"Bursa Osmangazi, Yıldırım ve Dikkaldırım şubelerinin ATM'lerinde altın yok. Uzun süredir neden yüklenmiyor? Şubeden vermiyorlar. Zaten elimizde yok deyip duruyorlar. Bütün şubeler 'vermiyoruz, altın yok' diyorlar. ATM'den alıyorduk, fiziki olarak oralardan da erişim zorlaştı."
5899,"Paket satın alamıyorum ve bunun için aradığımda, müşteri hizmetlerine ulaşamıyorum. Her aramamda para kesildi. 60 TL'ye düştü bakiyem Müşteri hizmetlerine nasıl ücret kesilebilir bu kadar! Ve hiçbir şekilde işimi halledemedim para kesilmesine rağmen"
5900,"Vodafone hediye çarkını çeviremiyorum. Çevirdikten sonra hediyenin ne olduğu yazıyor, ardından sürekli hata veriyor. Yaklaşık olarak hediye detayına gelmeden 1 haftadır hatayı vermeye devam etmekte. Artık sıkıldım, gerçekten gereğinin yapılacağını ümit ediyorum."
5901,1 ay önce sipariş verdiğim sütyen 10 gündür evin yakınında kargoda görünüyor ve elime hala ulaşmadı. Başka bir arkadaşım 2 aydır alamadı. Hukuki işlem başlatacağız. Memnuniyet anketinde yazılanların sahte olduğu söyleniyor. Belki de ortada firma dahi yok. Ancak İyzico nasıl aracı olabiliyor? Araştırmaya başladık. Dikkat.
5903,Biz evimizde oturup çoluk çocuğumuzla eşimizle dostlarımızla keyifle bir milli Mac izleyemeyecek miyiz? Siz hangi mantıkla milletin kanalına şifre koyarsınız. Aksamdan beri elimde kumanda kanal arıyorum. Bir an önce bu durumun düzeltilmesini istiyorum
5905,Haziran ayında almış olduğum 3 taksitli bir işlemim var. Zip'te dün taksit ödememi yaptım ancak ödendi bilgisi düşmüyor. Yardımcı olabilir misiniz? Erken ödeme yapmama rağmen ödeme gözükmüyor uygulamada. Ödeme yaptığıma dair dekontum da var. Dönüş sağlarsanız sevinirim.
5908,18 Mayıs'ta vavrattan internet sitesinden balkon mobilyası için sipariş oluşturduk. Sipariş kodum: vav1557. Bugün 2 Temmuz ve hala ürün elimize ulaşmadı. Bu süre zarfında asla gecikme ile ilgili kendileri tarafından bir iletişime geçilmedi.
5911,13 gün önce sipariş verdim. Sipariş verirken 7 gün içerisinde kargolanacaktır yazıyordu ancak 13 gün oldu. Kargoya verilmedi ve iletişim kuramıyorum ne telefondan ne de maillerime cevap veriyorlar. Siparişin iptal edilip ücretin hesaba yazılmasını istiyorum.
5912,"Giresun Teknosa, bu kadarı da olamaz. Başka bir cümle kurmaya gerek bile yok; onca yapmış olduğunuz hatadan başka bir şey değil. Sizi kelimelerle anlatmak istemem, bu durum gerçekten kabul edilemez."
5913,Garanti Bankası mobil uygulaması çalışmıyor. Müşteri hizmetleri çözüm sunmadığı gibi şikayet almıyor. Sistem çalışmadığı için yatırım tarafında bizi zarara uğratıyor. Sistem güncellemelerinin mesai saatlerinde yapılması bilerek kasti yapılmış bir eylem olduğunu düşünüyorum.
5915,"Kuveyt Türk Trade Plus uygulamasındaki problem 2 gündür hisse senedi alımında kullanabilir bakiyem 44.501,99 TL olmasına rağmen kullandırmıyor. Bununla alakalı 3 kere bildirim açmama rağmen hiçbir şey yapılmaması ve bu esnada zarar etmek, bir yatırım hesabı bu şekilde olmamalı."
5917,"TRT Avrupa Futbol maçları için yeni frekans bilgileri girmemizi istedi. Ancak bu yeni frekans bilgilerini girdiğimizde sinyal yok uyarısı alıyoruz. Maalesef TRT sayesinde Avrupa Futbol Kupası maçlarını seyredemedik, kaçırdık. Bunun sorumlusu TRT'dir. TRT'yi arayıp bu durumu anlatmamıza rağmen Hiçbir sonuç alamadık"
5920,Çiçek Sepeti'nden verdiğim çiçek rezil şekilde teslim oldu. Dağılmış ve bayat kokan çiçekler teslim edilmiş. Paramın iadesini talep ediyorum. Böyle hizmet olamaz. Onaya gönderdikleri fotograf ile teslim edilen ürün arasında dünya kadar fark var. Acilen iade istiyorum. Görselleri de ekliyorum.
